ClaimNumber,PolicyNumber, ClaimAmount ,LossDate,ReportDate
C900561,P102665,1650,4/24/2015,4/30/2015
C900562,P104817,9737,4/28/2015,4/30/2015
C900563,P101589,176,4/9/2015,4/30/2015
C900564,P102406,4200,9/10/2014,5/1/2015
C900565,P100591,3347,2/25/2015,5/2/2015
C900566,P103200,35225,1/25/2015,5/3/2015
C900567,P101272,15699,1/5/2015,5/3/2015
C900568,P102306,17046,9/20/2014,5/3/2015
C900569,P100207,8616,10/31/2014,5/3/2015
C900570,P102613,1009,11/1/2014,5/3/2015
C900571,P101677,187,4/6/2015,5/3/2015
C900572,P101443,2365,12/10/2014,5/3/2015
C900573,P103668,1338,10/14/2014,5/4/2015
C900574,P100360,1601,4/19/2015,5/4/2015
C900575,P101626,9581,1/25/2015,5/4/2015
C900576,P101625,8790,4/29/2015,5/4/2015
C900577,P101087,638,5/17/2014,5/5/2015
C900578,P104574,4104,5/3/2015,5/5/2015
C900579,P103443,4889,1/31/2015,5/6/2015
C900580,P101918,1661,9/23/2014,5/6/2015
C900581,P102229,6758,12/23/2014,5/7/2015
C900582,P100705,1167,6/8/2014,5/7/2015
C900583,P105108,11191,3/7/2015,5/7/2015
C900584,P102139,17795,9/21/2014,5/7/2015
C900585,P100173,2419,11/18/2014,5/7/2015
C900586,P100215,2477,6/23/2014,5/7/2015
C900587,P101179,9496,4/10/2014,5/7/2015
C900588,P102898,9905,8/26/2014,5/7/2015
C900589,P100230,1086,10/12/2014,5/8/2015
C900590,P102624,7210,11/21/2014,5/8/2015
C900591,P104397,158,3/22/2015,5/8/2015
C900592,P101742,3035,11/24/2014,5/9/2015
C900593,P101087,228,7/8/2014,5/9/2015
C900594,P100898,1186,2/22/2015,5/9/2015
C900595,P105221,2429,4/8/2015,5/9/2015
C900596,P103548,11077,10/17/2014,5/10/2015
C900597,P102554,6339,3/7/2015,5/10/2015
C900598,P104867,1565,2/17/2015,5/10/2015
C900599,P100037,1511,4/12/2014,5/10/2015
C900600,P102851,3113,4/10/2015,5/10/2015
C900601,P102344,3829,3/29/2015,5/11/2015
C900602,P101124,24469,12/21/2014,5/11/2015
C900603,P102824,4849,5/11/2015,5/11/2015
C900604,P102201,8881,3/19/2015,5/11/2015
C900605,P101251,1147,12/11/2014,5/12/2015
C900606,P100810,7632,1/7/2015,5/12/2015
C900607,P102775,36,11/1/2014,5/12/2015
C900608,P100926,2450,3/14/2015,5/12/2015
C900609,P103189,2831,12/2/2014,5/13/2015
C900610,P103909,12304,4/14/2015,5/13/2015
C900611,P102001,4265,5/10/2015,5/13/2015
C900612,P103479,2986,4/8/2015,5/13/2015
C900613,P102503,1485,3/7/2015,5/14/2015
C900614,P101101,42,2/1/2015,5/14/2015
C900615,P104716,657,2/4/2015,5/14/2015
C900616,P103345,3204,11/5/2014,5/14/2015
C900617,P100706,3840,7/29/2014,5/15/2015
C900618,P100392,3188,2/26/2015,5/15/2015
C900619,P100198,1197,9/6/2014,5/15/2015
C900620,P104276,55,1/19/2015,5/16/2015
C900621,P103377,2561,11/5/2014,5/16/2015
C900622,P102263,3694,3/26/2015,5/16/2015
C900623,P100498,15376,10/16/2014,5/17/2015
C900624,P104673,7942,2/18/2015,5/17/2015
C900625,P102278,5409,3/2/2015,5/17/2015
C900626,P101382,4427,12/30/2014,5/18/2015
C900627,P100183,512,6/3/2014,5/18/2015
C900628,P102468,3239,2/15/2015,5/18/2015
C900629,P100593,5434,3/2/2015,5/18/2015
C900630,P101772,102,4/17/2015,5/18/2015
C900631,P102404,994,9/10/2014,5/18/2015
C900632,P101850,7312,12/10/2014,5/18/2015
C900633,P104148,274,1/31/2015,5/18/2015
C900634,P104794,6172,5/10/2015,5/18/2015
C900635,P101570,18620,1/12/2015,5/19/2015
C900636,P102569,6215,12/22/2014,5/20/2015
C900637,P103303,116,1/15/2015,5/20/2015
C900638,P102075,830,4/21/2015,5/20/2015
C900639,P104316,243,12/9/2014,5/21/2015
C900640,P102763,7095,5/10/2015,5/21/2015
C900641,P100289,2902,2/19/2015,5/21/2015
C900642,P104211,30160,2/8/2015,5/22/2015
C900643,P100345,2788,12/31/2014,5/22/2015
C900644,P101358,2482,3/7/2015,5/23/2015
C900645,P100266,5786,8/17/2014,5/23/2015
C900646,P102426,4222,5/19/2015,5/23/2015
C900647,P101526,5864,7/14/2014,5/25/2015
C900648,P104024,13567,12/26/2014,5/25/2015
C900649,P104517,3186,5/19/2015,5/26/2015
C900650,P102323,4702,8/3/2014,5/26/2015
C900651,P100555,2095,12/8/2014,5/26/2015
C900652,P104917,933,2/6/2015,5/27/2015
C900653,P100838,1426,4/30/2015,5/27/2015
C900654,P103466,8046,1/1/2015,5/27/2015
C900655,P105058,723,5/5/2015,5/27/2015
C900656,P100520,2692,5/16/2015,5/27/2015
C900657,P101581,585,11/19/2014,5/28/2015
C900658,P104556,21498,1/18/2015,5/29/2015
C900659,P104469,6040,12/7/2014,5/29/2015
C900660,P101955,4657,1/14/2015,5/30/2015
C900661,P100027,4866,5/19/2015,5/30/2015
C900662,P103257,16665,10/30/2014,5/31/2015
C900663,P101035,2820,3/18/2015,5/31/2015
C900664,P103410,946,5/7/2015,5/31/2015
C900665,P104296,29,3/21/2015,6/1/2015
C900666,P102803,15649,3/29/2015,6/1/2015
C900667,P103975,1121,4/11/2015,6/1/2015
C900668,P102909,10037,11/12/2014,6/1/2015
C900669,P102821,4490,5/26/2015,6/2/2015
C900670,P105165,873,4/18/2015,6/2/2015
C900671,P100940,248,6/18/2014,6/2/2015
C900672,P101962,10677,12/3/2014,6/3/2015
C900673,P102152,6239,4/16/2015,6/3/2015
C900674,P103751,7742,11/30/2014,6/3/2015
C900675,P101689,179,1/15/2015,6/4/2015
C900676,P100436,20697,5/18/2015,6/4/2015
C900677,P103188,1867,4/19/2015,6/4/2015
C900678,P102678,3159,12/13/2014,6/4/2015
C900679,P101650,9608,11/17/2014,6/4/2015
C900680,P103476,9495,2/22/2015,6/5/2015
C900681,P105095,7346,4/21/2015,6/6/2015
C900682,P101424,781,11/17/2014,6/6/2015
C900683,P101639,637,5/25/2015,6/6/2015
C900684,P100675,5930,5/26/2015,6/6/2015
C900685,P100270,9588,1/31/2015,6/7/2015
C900686,P103693,5981,5/26/2015,6/7/2015
C900687,P102153,198,7/7/2014,6/7/2015
C900688,P105156,8254,5/30/2015,6/9/2015
C900689,P100623,5342,5/11/2015,6/9/2015
C900690,P102098,12204,7/24/2014,6/9/2015
C900691,P102729,3625,3/9/2015,6/9/2015
C900692,P104075,236,3/14/2015,6/9/2015
C900693,P102218,5530,4/1/2015,6/9/2015
C900694,P101084,1036,1/19/2015,6/9/2015
C900695,P100229,15556,9/17/2014,6/10/2015
C900696,P104086,274,4/20/2015,6/10/2015
C900697,P100298,1058,1/4/2015,6/10/2015
C900698,P101705,18,7/7/2014,6/10/2015
C900699,P101425,4864,8/16/2014,6/10/2015
C900700,P100844,3691,10/3/2014,6/10/2015
C900701,P100458,6084,7/30/2014,6/10/2015
C900702,P101553,2611,10/5/2014,6/11/2015
C900703,P100015,4698,2/3/2015,6/11/2015
C900704,P104239,1186,5/31/2015,6/12/2015
C900705,P102789,3343,11/26/2014,6/13/2015
C900706,P103405,15840,11/4/2014,6/13/2015
C900707,P101962,127,6/8/2015,6/13/2015
C900708,P103535,14385,9/25/2014,6/13/2015
C900709,P100304,5405,8/11/2014,6/14/2015
C900710,P103154,8183,1/14/2015,6/14/2015
C900711,P104300,3518,1/11/2015,6/14/2015
C900712,P102450,6146,4/9/2015,6/14/2015
C900713,P101500,118,6/7/2014,6/15/2015
C900714,P104687,3355,2/19/2015,6/15/2015
C900715,P104579,301,6/13/2015,6/15/2015
C900716,P103860,17171,4/4/2015,6/16/2015
C900717,P104629,3524,4/7/2015,6/16/2015
C900718,P101382,4499,6/9/2015,6/17/2015
C900719,P102424,15356,4/28/2015,6/17/2015
C900720,P103234,25,4/14/2015,6/17/2015
C900721,P104982,819,4/2/2015,6/18/2015
C900722,P100219,4753,6/9/2015,6/18/2015
C900723,P104962,17783,2/12/2015,6/19/2015
C900724,P103199,6491,3/31/2015,6/20/2015
C900725,P101160,14572,3/25/2015,6/20/2015
C900726,P103122,9735,12/1/2014,6/20/2015
C900727,P103308,5982,3/26/2015,6/20/2015
C900728,P104671,9779,6/4/2015,6/20/2015
C900729,P102475,2508,10/11/2014,6/20/2015
C900730,P104542,8762,6/6/2015,6/20/2015
C900731,P101048,2772,11/27/2014,6/21/2015
C900732,P101935,459,2/8/2015,6/21/2015
C900733,P102344,8081,2/19/2015,6/21/2015
C900734,P101503,2150,12/27/2014,6/21/2015
C900735,P100963,178,9/6/2014,6/21/2015
C900736,P102251,2779,5/19/2015,6/21/2015
C900737,P101085,822,10/17/2014,6/21/2015
C900738,P100976,810,2/16/2015,6/22/2015
C900739,P100225,10716,2/9/2015,6/22/2015
C900740,P100697,1042,5/30/2014,6/22/2015
C900741,P103650,5006,6/22/2015,6/22/2015
C900742,P105294,704,4/7/2015,6/22/2015
C900743,P101077,535,9/8/2014,6/22/2015
C900744,P104178,5638,1/23/2015,6/23/2015
C900745,P104740,3759,1/5/2015,6/24/2015
C900746,P103429,25150,11/14/2014,6/24/2015
C900747,P103527,1593,11/7/2014,6/24/2015
C900748,P104378,237,2/12/2015,6/25/2015
C900749,P102342,874,5/17/2015,6/25/2015
C900750,P100845,6496,1/24/2015,6/25/2015
C900751,P102363,952,6/24/2015,6/26/2015
C900752,P102654,1109,5/6/2015,6/26/2015
C900753,P101702,931,2/5/2015,6/26/2015
C900754,P101569,337,6/16/2015,6/27/2015
C900755,P101520,5764,7/18/2014,6/27/2015
C900756,P104684,1932,5/18/2015,6/28/2015
C900757,P104418,5624,6/7/2015,6/28/2015
C900758,P101269,11340,11/6/2014,6/29/2015
C900759,P102521,3869,6/12/2015,6/29/2015
C900760,P101459,7626,3/2/2015,6/30/2015
C900761,P103392,3795,10/28/2014,6/30/2015
C900762,P100019,2240,12/11/2014,6/30/2015
C900763,P100990,11490,3/17/2015,6/30/2015
C900764,P104215,210,1/14/2015,6/30/2015
C900765,P104635,1473,6/13/2015,7/1/2015
C900766,P100328,2006,2/28/2015,7/1/2015
C900767,P103055,1558,3/15/2015,7/1/2015
C900768,P105110,3372,5/2/2015,7/1/2015
C900769,P100049,8601,4/18/2014,7/1/2015
C900770,P104546,1463,5/26/2015,7/1/2015
C900771,P101440,19960,4/29/2015,7/2/2015
C900772,P100493,2656,11/16/2014,7/2/2015
C900773,P104088,594,3/10/2015,7/2/2015
C900774,P102653,180,3/17/2015,7/2/2015
C900775,P103523,1455,6/14/2015,7/2/2015
C900776,P102385,15206,9/6/2014,7/3/2015
C900777,P101809,6284,3/7/2015,7/3/2015
C900778,P101298,7205,2/26/2015,7/4/2015
C900779,P105130,18085,4/17/2015,7/4/2015
C900780,P101899,2104,6/21/2015,7/4/2015
C900781,P100317,1529,3/5/2015,7/5/2015
C900782,P101814,14009,1/11/2015,7/5/2015
C900783,P100958,757,7/3/2015,7/6/2015
C900784,P103605,2970,5/24/2015,7/6/2015
C900785,P100030,69,3/10/2015,7/6/2015
C900786,P101078,471,12/31/2014,7/6/2015
C900787,P103211,10752,12/30/2014,7/6/2015
C900788,P102986,6360,6/4/2015,7/7/2015
C900789,P101472,6669,6/16/2014,7/7/2015
C900790,P103653,5339,2/28/2015,7/7/2015
C900791,P104337,3859,2/3/2015,7/7/2015
C900792,P100581,3646,6/27/2015,7/7/2015
C900793,P100947,1554,9/16/2014,7/7/2015
C900794,P103456,10334,3/24/2015,7/7/2015
C900795,P102606,1731,10/30/2014,7/8/2015
C900796,P101833,274,3/25/2015,7/8/2015
C900797,P103056,24967,4/13/2015,7/8/2015
C900798,P101617,2587,9/27/2014,7/8/2015
C900799,P100431,2383,4/13/2015,7/10/2015
C900800,P101256,15505,12/13/2014,7/10/2015
C900801,P100912,8094,1/14/2015,7/10/2015
C900802,P100995,6444,5/5/2015,7/10/2015
C900803,P101140,5909,6/21/2014,7/11/2015
C900804,P100232,2627,12/28/2014,7/11/2015
C900805,P101912,4025,2/28/2015,7/11/2015
C900806,P105115,1587,3/26/2015,7/11/2015
C900807,P102087,3130,7/9/2014,7/11/2015
C900808,P103192,1798,6/24/2015,7/11/2015
C900809,P102720,897,8/9/2014,7/12/2015
C900810,P103096,2392,9/30/2014,7/13/2015
C900811,P102346,25552,3/24/2015,7/13/2015
C900812,P100328,4402,10/16/2014,7/13/2015
C900813,P103826,15513,1/29/2015,7/14/2015
C900814,P101558,2331,12/22/2014,7/14/2015
C900815,P104135,8850,5/23/2015,7/14/2015
C900816,P102741,4537,5/23/2015,7/14/2015
C900817,P100671,1003,3/29/2014,7/14/2015
C900818,P100674,1195,5/27/2015,7/14/2015
C900819,P104875,1179,6/7/2015,7/14/2015
C900820,P102914,10520,5/23/2015,7/14/2015
C900821,P104065,8062,6/4/2015,7/14/2015
C900822,P100366,17264,4/2/2014,7/14/2015
C900823,P103508,8840,6/13/2015,7/15/2015
C900824,P101790,10735,1/1/2015,7/15/2015
C900825,P101008,781,2/24/2015,7/15/2015
C900826,P101661,2893,4/7/2015,7/16/2015
C900827,P104736,130,6/17/2015,7/16/2015
C900828,P100347,1234,1/11/2015,7/16/2015
C900829,P100703,3317,8/20/2014,7/17/2015
C900830,P104458,1757,3/6/2015,7/17/2015
C900831,P101239,12786,2/8/2015,7/17/2015
C900832,P104903,1090,1/28/2015,7/17/2015
C900833,P100975,6124,1/11/2015,7/17/2015
C900834,P100181,303,5/1/2015,7/17/2015
C900835,P104994,4056,2/9/2015,7/17/2015
C900836,P104729,294,6/10/2015,7/17/2015
C900837,P103844,11738,2/24/2015,7/17/2015
C900838,P102932,149,11/30/2014,7/18/2015
C900839,P100641,2873,6/1/2014,7/18/2015
C900840,P100793,379,10/30/2014,7/18/2015
C900841,P103148,5253,6/12/2015,7/18/2015
C900842,P100734,1011,6/7/2015,7/19/2015
C900843,P103601,13165,12/31/2014,7/19/2015
C900844,P103399,4279,9/23/2014,7/19/2015
C900845,P101682,3367,6/4/2015,7/20/2015
C900846,P101935,6922,8/6/2014,7/20/2015
C900847,P101994,4254,6/24/2015,7/20/2015
C900848,P100048,8637,9/11/2014,7/21/2015
C900849,P101279,1626,1/11/2015,7/21/2015
C900850,P103900,616,12/8/2014,7/23/2015
C900851,P100081,4534,5/27/2015,7/23/2015
C900852,P104311,2225,3/6/2015,7/23/2015
C900853,P103630,2605,5/7/2015,7/24/2015
C900854,P101330,11096,6/16/2015,7/24/2015
C900855,P100317,7358,4/26/2014,7/24/2015
C900856,P100088,6820,7/2/2015,7/24/2015
C900857,P103539,2649,4/23/2015,7/24/2015
C900858,P103953,10686,3/30/2015,7/25/2015
C900859,P104278,8223,7/9/2015,7/25/2015
C900860,P100079,963,12/26/2014,7/25/2015
C900861,P103153,4247,12/14/2014,7/25/2015
C900862,P102844,2402,9/15/2014,7/26/2015
C900863,P101323,88,12/12/2014,7/26/2015
C900864,P104035,5027,7/1/2015,7/26/2015
C900865,P103328,2293,4/2/2015,7/27/2015
C900866,P104328,8878,5/11/2015,7/27/2015
C900867,P103580,2002,4/8/2015,7/28/2015
C900868,P103056,9216,9/27/2014,7/28/2015
C900869,P100003,10568,5/3/2015,7/28/2015
C900870,P102801,462,5/25/2015,7/28/2015
C900871,P102865,4049,3/1/2015,7/29/2015
C900872,P101973,2540,12/20/2014,7/29/2015
C900873,P100785,25880,3/26/2015,7/30/2015
C900874,P102197,759,12/8/2014,7/30/2015
C900875,P102276,1422,1/1/2015,7/31/2015
C900876,P100647,1681,4/11/2015,7/31/2015
C900877,P100283,12354,5/9/2014,7/31/2015
C900878,P100060,1734,2/4/2015,7/31/2015
C900879,P104787,1931,4/30/2015,7/31/2015
C900880,P101826,426,8/31/2014,7/31/2015
C900881,P100171,2871,11/5/2014,8/1/2015
C900882,P103637,292,10/24/2014,8/2/2015
C900883,P102167,1686,6/27/2015,8/2/2015
C900884,P102000,4620,11/9/2014,8/2/2015
C900885,P100316,5913,10/5/2014,8/2/2015
C900886,P101502,12694,9/17/2014,8/2/2015
C900887,P104567,8210,7/29/2015,8/2/2015
C900888,P103402,4646,7/15/2015,8/3/2015
C900889,P103864,3970,7/15/2015,8/3/2015
C900890,P101050,9682,4/29/2015,8/3/2015
C900891,P100560,7911,7/22/2015,8/3/2015
C900892,P101217,1458,3/11/2015,8/3/2015
C900893,P100148,5809,10/4/2014,8/4/2015
C900894,P102121,10835,2/12/2015,8/4/2015
C900895,P101565,3678,7/13/2014,8/5/2015
C900896,P101294,6203,10/12/2014,8/5/2015
C900897,P101665,631,3/11/2015,8/6/2015
C900898,P103223,9620,3/23/2015,8/6/2015
C900899,P102802,3597,9/11/2014,8/6/2015
C900900,P100831,7677,7/28/2015,8/7/2015
C900901,P102097,1539,7/13/2015,8/7/2015
C900902,P100765,37491,10/15/2014,8/7/2015
C900903,P104159,1767,2/2/2015,8/7/2015
C900904,P102707,5041,5/15/2015,8/7/2015
C900905,P101768,15236,7/10/2014,8/7/2015
C900906,P100982,14628,12/24/2014,8/8/2015
C900907,P101938,910,3/10/2015,8/8/2015
C900908,P101044,1896,1/6/2015,8/9/2015
C900909,P103205,2923,1/28/2015,8/9/2015
C900910,P104016,1023,4/21/2015,8/9/2015
C900911,P102990,3293,8/4/2015,8/9/2015
C900912,P104509,198,5/9/2015,8/10/2015
C900913,P101042,192,4/15/2015,8/10/2015
C900914,P101615,2101,1/10/2015,8/10/2015
C900915,P104367,2382,2/24/2015,8/11/2015
C900916,P102417,33622,5/3/2015,8/11/2015
C900917,P104669,3397,3/24/2015,8/12/2015
C900918,P101907,2779,9/23/2014,8/12/2015
C900919,P101168,16639,11/27/2014,8/12/2015
C900920,P102784,5184,2/26/2015,8/12/2015
C900921,P101984,7046,7/23/2014,8/12/2015
C900922,P105253,2053,6/18/2015,8/13/2015
C900923,P102379,12095,1/1/2015,8/14/2015
C900924,P104709,3267,5/15/2015,8/14/2015
C900925,P101596,7050,8/11/2015,8/14/2015
C900926,P103192,702,5/1/2015,8/14/2015
C900927,P102732,3632,5/17/2015,8/15/2015
C900928,P100583,3135,4/20/2015,8/16/2015
C900929,P104465,952,5/27/2015,8/16/2015
C900930,P101454,188,5/23/2015,8/16/2015
C900931,P101586,5170,7/5/2015,8/16/2015
C900932,P100753,6206,5/3/2015,8/16/2015
C900933,P101053,2882,1/25/2015,8/16/2015
C900934,P104098,6448,3/9/2015,8/16/2015
C900935,P103372,112,11/21/2014,8/16/2015
C900936,P104559,1676,3/23/2015,8/18/2015
C900937,P104800,7123,5/15/2015,8/18/2015
C900938,P104262,673,7/11/2015,8/18/2015
C900939,P101696,24763,6/27/2014,8/18/2015
C900940,P103060,2811,7/24/2015,8/18/2015
C900941,P102660,1083,7/14/2015,8/18/2015
C900942,P103838,865,4/10/2015,8/19/2015
C900943,P105620,4909,7/19/2015,8/20/2015
C900944,P102708,28,11/9/2014,8/20/2015
C900945,P100876,985,7/10/2015,8/20/2015
C900946,P100723,12645,6/12/2015,8/20/2015
C900947,P100698,1873,5/29/2015,8/20/2015
C900948,P100928,4605,7/27/2015,8/20/2015
C900949,P103447,4493,11/11/2014,8/20/2015
C900950,P103234,1526,7/4/2015,8/21/2015
C900951,P104219,929,6/9/2015,8/21/2015
C900952,P102659,2487,10/7/2014,8/22/2015
C900953,P103417,9278,11/26/2014,8/22/2015
C900954,P100290,4877,4/17/2015,8/22/2015
C900955,P104722,591,2/3/2015,8/23/2015
C900956,P103177,5177,6/4/2015,8/23/2015
C900957,P100272,9,5/5/2015,8/23/2015
C900958,P104376,10249,5/30/2015,8/23/2015
C900959,P101276,3189,1/16/2015,8/24/2015
C900960,P102804,5220,2/26/2015,8/24/2015
C900961,P102587,3441,6/26/2015,8/25/2015
C900962,P102454,722,1/6/2015,8/25/2015
C900963,P102804,499,6/22/2015,8/25/2015
C900964,P104159,704,5/11/2015,8/26/2015
C900965,P102939,3618,2/27/2015,8/26/2015
C900966,P102375,1402,2/23/2015,8/26/2015
C900967,P103964,7396,7/26/2015,8/27/2015
C900968,P102835,13648,7/2/2015,8/27/2015
C900969,P103097,5992,11/15/2014,8/27/2015
C900970,P100722,10409,8/14/2015,8/28/2015
C900971,P103611,693,12/28/2014,8/28/2015
C900972,P103015,1978,5/4/2015,8/28/2015
C900973,P104580,4433,6/15/2015,8/29/2015
C900974,P103192,2028,12/25/2014,8/29/2015
C900975,P104386,2965,12/9/2014,8/29/2015
C900976,P103615,5580,3/24/2015,8/29/2015
C900977,P100170,6295,9/1/2014,8/30/2015
C900978,P103922,4646,3/22/2015,8/30/2015
C900979,P104384,793,3/6/2015,8/30/2015
C900980,P102268,555,11/26/2014,8/31/2015
C900981,P103506,4068,6/21/2015,9/1/2015
C900982,P100587,976,6/27/2015,9/1/2015
C900983,P103658,8940,6/9/2015,9/1/2015
C900984,P101506,6122,11/20/2014,9/1/2015
C900985,P102913,19439,8/26/2014,9/1/2015
C900986,P100109,3144,5/31/2015,9/1/2015
C900987,P102194,12474,8/18/2015,9/1/2015
C900988,P100732,6770,12/3/2014,9/2/2015
C900989,P104117,2494,1/2/2015,9/2/2015
C900990,P101831,78,2/25/2015,9/2/2015
C900991,P103654,6942,3/17/2015,9/2/2015
C900992,P100584,442,6/11/2014,9/2/2015
C900993,P102140,3971,5/8/2015,9/3/2015
C900994,P101215,565,4/11/2015,9/3/2015
C900995,P100920,2919,6/4/2015,9/3/2015
C900996,P101769,7046,7/21/2015,9/4/2015
C900997,P100824,186,9/1/2015,9/4/2015
C900998,P103648,5279,8/15/2015,9/4/2015
C900999,P102024,472,6/22/2015,9/4/2015
C901000,P103973,5607,4/3/2015,9/4/2015
C901001,P101946,2038,9/30/2014,9/4/2015
C901002,P101160,5182,1/9/2015,9/4/2015
C901003,P105193,1909,4/22/2015,9/5/2015
C901004,P103381,8692,2/21/2015,9/5/2015
C901005,P105322,315,5/21/2015,9/5/2015
C901006,P105604,3323,8/27/2015,9/5/2015
C901007,P100313,57,8/18/2015,9/5/2015
C901008,P103033,4167,2/14/2015,9/5/2015
C901009,P102078,2336,5/26/2015,9/5/2015
C901010,P100845,6572,8/16/2015,9/6/2015
C901011,P101635,4218,1/21/2015,9/7/2015
C901012,P103493,23445,8/11/2015,9/7/2015
C901013,P102287,13978,8/20/2015,9/7/2015
C901014,P104649,627,1/31/2015,9/7/2015
C901015,P100814,5163,7/20/2015,9/7/2015
C901016,P102193,3449,7/15/2015,9/8/2015
C901017,P104779,89,7/23/2015,9/8/2015
C901018,P103447,938,8/20/2015,9/8/2015
C901019,P102971,1771,2/22/2015,9/9/2015
C901020,P104513,3404,8/17/2015,9/9/2015
C901021,P103167,2538,2/25/2015,9/9/2015
C901022,P100508,3939,6/3/2015,9/10/2015
C901023,P100246,10919,6/7/2014,9/10/2015
C901024,P102464,1904,6/26/2015,9/11/2015
C901025,P100803,1613,11/29/2014,9/11/2015
C901026,P104571,1256,12/29/2014,9/11/2015
C901027,P100129,597,4/25/2014,9/11/2015
C901028,P100771,14059,8/30/2014,9/11/2015
C901029,P103552,1035,1/17/2015,9/12/2015
C901030,P101774,250,9/2/2015,9/12/2015
C901031,P100788,3947,1/28/2015,9/12/2015
C901032,P105794,4670,8/26/2015,9/12/2015
C901033,P101178,1774,5/5/2014,9/12/2015
C901034,P103776,16189,3/5/2015,9/13/2015
C901035,P103898,3039,7/29/2015,9/13/2015
C901036,P104946,1531,7/20/2015,9/13/2015
C901037,P103644,7098,3/26/2015,9/13/2015
C901038,P102822,12697,1/27/2015,9/13/2015
C901039,P104134,9142,1/24/2015,9/13/2015
C901040,P105070,5398,3/24/2015,9/14/2015
C901041,P104462,18688,8/27/2015,9/14/2015
C901042,P101724,1255,11/21/2014,9/14/2015
C901043,P102365,6695,11/12/2014,9/14/2015
C901044,P103694,3389,11/11/2014,9/15/2015
C901045,P103147,3645,9/2/2015,9/15/2015
C901046,P103421,8287,4/16/2015,9/15/2015
C901047,P103943,16580,6/27/2015,9/16/2015
C901048,P101013,3848,6/25/2015,9/16/2015
C901049,P105454,13943,5/23/2015,9/16/2015
C901050,P105376,12544,8/3/2015,9/16/2015
C901051,P102219,430,8/20/2015,9/17/2015
C901052,P100210,614,6/24/2014,9/17/2015
C901053,P100386,4712,2/12/2014,9/17/2015
C901054,P101369,956,6/12/2015,9/17/2015
C901055,P102417,352,10/2/2014,9/17/2015
C901056,P101123,5014,9/23/2014,9/18/2015
C901057,P105715,7123,8/20/2015,9/18/2015
C901058,P100736,1038,7/16/2015,9/18/2015
C901059,P102737,2120,1/9/2015,9/18/2015
C901060,P105555,964,9/10/2015,9/18/2015
C901061,P101220,527,11/17/2014,9/19/2015
C901062,P102664,97,9/4/2015,9/19/2015
C901063,P105208,8476,7/16/2015,9/19/2015
C901064,P100102,690,6/29/2015,9/19/2015
C901065,P101996,3344,11/26/2014,9/19/2015
C901066,P100501,1788,2/27/2015,9/19/2015
C901067,P104262,1197,9/19/2015,9/20/2015
C901068,P100160,6345,11/28/2014,9/20/2015
C901069,P104043,6961,8/2/2015,9/21/2015
C901070,P102556,80,4/28/2015,9/21/2015
C901071,P103847,887,9/10/2015,9/21/2015
C901072,P103571,500,6/16/2015,9/21/2015
C901073,P102301,8228,11/25/2014,9/21/2015
C901074,P104234,2309,5/26/2015,9/22/2015
C901075,P104423,11339,9/4/2015,9/22/2015
C901076,P105158,1971,4/30/2015,9/22/2015
C901077,P100842,1023,4/5/2014,9/22/2015
C901078,P102511,7535,7/1/2015,9/22/2015
C901079,P102457,1140,6/7/2015,9/22/2015
C901080,P103816,18208,11/13/2014,9/23/2015
C901081,P105144,9783,4/16/2015,9/23/2015
C901082,P102783,1242,8/27/2015,9/23/2015
C901083,P101915,1617,12/18/2014,9/23/2015
C901084,P100247,1408,4/15/2014,9/23/2015
C901085,P100017,2221,4/19/2014,9/23/2015
C901086,P100743,7661,8/16/2015,9/24/2015
C901087,P100893,7024,11/24/2014,9/24/2015
C901088,P103328,2130,2/15/2015,9/24/2015
C901089,P101365,8074,5/7/2015,9/24/2015
C901090,P100577,11561,3/1/2015,9/25/2015
C901091,P102171,2273,4/25/2015,9/25/2015
C901092,P103857,2178,7/17/2015,9/25/2015
C901093,P103641,267,1/25/2015,9/26/2015
C901094,P104950,1643,4/5/2015,9/26/2015
C901095,P103812,3292,7/6/2015,9/26/2015
C901096,P103265,2261,10/10/2014,9/26/2015
C901097,P102018,56,3/25/2015,9/27/2015
C901098,P102001,312,8/14/2014,9/27/2015
C901099,P104457,31120,9/7/2015,9/27/2015
C901100,P102096,2567,11/15/2014,9/27/2015
C901101,P101317,7885,9/22/2014,9/27/2015
C901102,P104549,1536,6/8/2015,9/27/2015
C901103,P104071,1099,2/25/2015,9/28/2015
C901104,P104300,19499,8/11/2015,9/29/2015
