PolicyNumber,PolicyStartDate,DrivingFrequency,County
P100703,2/23/2014,Medium,San Bernadino
P100704,2/23/2014,Medium,San Bernadino
P100705,2/23/2014,Low,Orange
P100706,2/23/2014,Medium,Los Angeles
P100707,2/23/2014,High,Ventura
P100708,2/23/2014,Medium,Orange
P100709,2/24/2014,Medium,San Bernadino
P100710,2/24/2014,Medium,San Bernadino
P100711,2/24/2014,Medium,Los Angeles
P100712,2/24/2014,Low,Ventura
P100713,2/24/2014,Low,Ventura
P100714,2/24/2014,High,San Bernadino
P100715,2/24/2014,High,Los Angeles
P100716,2/24/2014,High,Orange
P100717,2/24/2014,High,Los Angeles
P100718,2/24/2014,Medium,San Bernadino
P100719,2/25/2014,Low,Ventura
P100720,2/25/2014,High,Los Angeles
P100721,2/25/2014,Medium,Orange
P100722,2/25/2014,Low,San Bernadino
P100723,2/25/2014,High,Riverside
P100724,2/25/2014,Low,Orange
P100725,2/25/2014,Low,Los Angeles
P100726,2/25/2014,Low,San Bernadino
P100727,2/25/2014,Medium,Ventura
P100728,2/25/2014,Low,Riverside
P100729,2/25/2014,High,Los Angeles
P100730,2/25/2014,Low,Los Angeles
P100731,2/25/2014,Medium,Los Angeles
P100732,2/25/2014,High,Los Angeles
P100733,2/25/2014,High,Riverside
P100734,2/25/2014,High,Orange
P100735,2/25/2014,High,Riverside
P100736,2/25/2014,Medium,San Bernadino
P100737,2/26/2014,Low,Riverside
P100738,2/26/2014,High,Orange
P100739,2/26/2014,Medium,Los Angeles
P100740,2/26/2014,High,Ventura
P100741,2/26/2014,Medium,Los Angeles
P100742,2/26/2014,Medium,Orange
P100743,2/26/2014,Low,Orange
P100744,2/26/2014,Medium,Ventura
P100745,2/26/2014,High,Los Angeles
P100746,2/26/2014,High,Los Angeles
P100747,2/26/2014,High,San Bernadino
P100748,2/26/2014,Low,Orange
P100749,2/27/2014,Medium,Ventura
P100750,2/27/2014,Low,Riverside
P100751,2/27/2014,Medium,Ventura
P100752,2/27/2014,Low,San Bernadino
P100753,2/27/2014,Low,Los Angeles
P100754,2/27/2014,Low,Riverside
P100755,2/27/2014,Low,Riverside
P100756,2/27/2014,Medium,Riverside
P100757,2/27/2014,Low,Riverside
P100758,2/27/2014,High,Los Angeles
P100759,2/27/2014,Medium,San Bernadino
P100760,2/27/2014,High,San Bernadino
P100761,2/27/2014,Medium,Riverside
P100762,2/27/2014,Low,Orange
P100763,2/28/2014,Low,Riverside
P100764,2/28/2014,High,San Bernadino
P100765,2/28/2014,High,Los Angeles
P100766,2/28/2014,Low,Orange
P100767,2/28/2014,Medium,Los Angeles
P100768,2/28/2014,Medium,Los Angeles
P100769,2/28/2014,Medium,Los Angeles
P100770,2/28/2014,High,Orange
P100771,2/28/2014,Low,Riverside
P100772,2/28/2014,Low,Orange
P100773,2/28/2014,Low,San Bernadino
P100774,2/28/2014,High,Ventura
P100775,2/28/2014,High,Riverside
P100776,2/28/2014,High,Ventura
P100777,3/1/2014,Medium,San Bernadino
P100778,3/1/2014,Low,Ventura
P100779,3/1/2014,Low,Ventura
P100780,3/1/2014,Medium,Ventura
P100781,3/1/2014,High,Ventura
P100782,3/1/2014,Low,San Bernadino
P100783,3/1/2014,High,San Bernadino
P100784,3/2/2014,High,Ventura
P100785,3/2/2014,Medium,Los Angeles
P100786,3/2/2014,High,Ventura
P100787,3/2/2014,High,Los Angeles
P100788,3/2/2014,High,San Bernadino
P100789,3/2/2014,Medium,Los Angeles
P100790,3/2/2014,Low,Riverside
P100791,3/2/2014,Low,Los Angeles
P100792,3/2/2014,High,Ventura
P100793,3/3/2014,High,Ventura
P100794,3/3/2014,High,Ventura
P100795,3/3/2014,Low,Los Angeles
P100796,3/3/2014,Low,Los Angeles
P100797,3/3/2014,Medium,San Bernadino
P100798,3/3/2014,High,Los Angeles
P100799,3/3/2014,High,Los Angeles
P100800,3/3/2014,Low,Riverside
P100801,3/3/2014,Medium,Los Angeles
P100802,3/3/2014,Medium,Riverside
P100803,3/3/2014,Low,Ventura
P100804,3/3/2014,High,San Bernadino
P100805,3/3/2014,Medium,San Bernadino
P100806,3/4/2014,Low,Orange
P100807,3/4/2014,Medium,San Bernadino
P100808,3/4/2014,High,Riverside
P100809,3/4/2014,Medium,San Bernadino
P100810,3/4/2014,High,San Bernadino
P100811,3/4/2014,Medium,Los Angeles
P100812,3/4/2014,Medium,Los Angeles
P100813,3/4/2014,High,Riverside
P100814,3/4/2014,High,Riverside
P100815,3/4/2014,High,San Bernadino
P100816,3/5/2014,Medium,Riverside
P100817,3/5/2014,Medium,Ventura
P100818,3/5/2014,Low,Ventura
P100819,3/5/2014,Medium,San Bernadino
P100820,3/5/2014,Medium,Los Angeles
P100821,3/5/2014,Low,Los Angeles
P100822,3/5/2014,High,Ventura
P100823,3/5/2014,Medium,Orange
P100824,3/5/2014,Medium,San Bernadino
P100825,3/5/2014,Low,Riverside
P100826,3/6/2014,Low,Ventura
P100827,3/6/2014,High,Ventura
P100828,3/6/2014,Medium,San Bernadino
P100829,3/6/2014,High,Los Angeles
P100830,3/6/2014,Medium,Ventura
P100831,3/6/2014,High,Los Angeles
P100832,3/7/2014,High,Los Angeles
P100833,3/7/2014,High,Los Angeles
P100834,3/7/2014,Low,Riverside
P100835,3/7/2014,High,Orange
P100836,3/7/2014,Low,Ventura
P100837,3/7/2014,Low,Ventura
P100838,3/7/2014,Low,Orange
P100839,3/7/2014,Medium,Riverside
P100840,3/7/2014,Medium,San Bernadino
P100841,3/7/2014,High,San Bernadino
P100842,3/7/2014,Low,Ventura
P100843,3/7/2014,High,San Bernadino
P100844,3/7/2014,Medium,San Bernadino
P100845,3/7/2014,High,Los Angeles
P100846,3/7/2014,Medium,Ventura
P100847,3/7/2014,High,Los Angeles
P100848,3/7/2014,High,Los Angeles
P100849,3/7/2014,High,San Bernadino
P100850,3/7/2014,Medium,San Bernadino
P100851,3/8/2014,High,Ventura
P100852,3/8/2014,High,San Bernadino
P100853,3/8/2014,Low,Riverside
P100854,3/8/2014,Low,Los Angeles
P100855,3/8/2014,Medium,Riverside
P100856,3/8/2014,Medium,Riverside
P100857,3/8/2014,High,Ventura
P100858,3/8/2014,Medium,Riverside
P100859,3/8/2014,Medium,Los Angeles
P100860,3/8/2014,Low,Riverside
P100861,3/8/2014,Medium,Los Angeles
P100862,3/8/2014,Low,Los Angeles
P100863,3/8/2014,Low,Los Angeles
P100864,3/9/2014,High,Orange
P100865,3/9/2014,Medium,Los Angeles
P100866,3/9/2014,High,Ventura
P100867,3/9/2014,Low,Los Angeles
P100868,3/9/2014,Low,San Bernadino
P100869,3/9/2014,High,Los Angeles
P100870,3/9/2014,High,Los Angeles
P100871,3/9/2014,High,Ventura
P100872,3/9/2014,Medium,San Bernadino
P100873,3/9/2014,High,Orange
P100874,3/9/2014,High,Los Angeles
P100875,3/9/2014,Medium,Los Angeles
P100876,3/9/2014,Low,Ventura
P100877,3/9/2014,High,Orange
P100878,3/9/2014,Medium,Ventura
P100879,3/9/2014,Medium,San Bernadino
P100880,3/10/2014,Medium,Ventura
P100881,3/10/2014,Medium,San Bernadino
P100882,3/10/2014,High,Los Angeles
P100883,3/10/2014,Low,Los Angeles
P100884,3/10/2014,Medium,San Bernadino
P100885,3/10/2014,Medium,Orange
P100886,3/10/2014,Low,San Bernadino
P100887,3/10/2014,High,Los Angeles
P100888,3/10/2014,High,San Bernadino
P100889,3/10/2014,High,San Bernadino
P100890,3/10/2014,Low,Los Angeles
P100891,3/10/2014,Medium,Ventura
P100892,3/10/2014,Medium,Ventura
P100893,3/10/2014,Low,Riverside
P100894,3/10/2014,Low,Los Angeles
P100895,3/10/2014,Medium,Los Angeles
P100896,3/10/2014,Medium,Los Angeles
P100897,3/10/2014,Low,San Bernadino
P100898,3/10/2014,High,San Bernadino
P100899,3/11/2014,High,Riverside
P100900,3/11/2014,High,Los Angeles
P100901,3/11/2014,High,Ventura
P100902,3/11/2014,High,Orange
P100903,3/11/2014,Medium,San Bernadino
P100904,3/11/2014,Medium,Ventura
P100905,3/11/2014,Medium,Orange
P100906,3/11/2014,High,Orange
P100907,3/11/2014,High,Los Angeles
P100908,3/11/2014,Low,Ventura
P100909,3/11/2014,Medium,Ventura
P100910,3/11/2014,High,Los Angeles
P100911,3/11/2014,Low,Riverside
P100912,3/11/2014,Medium,San Bernadino
P100913,3/12/2014,Medium,San Bernadino
P100914,3/12/2014,Medium,Los Angeles
P100915,3/12/2014,Low,Riverside
P100916,3/12/2014,Medium,Los Angeles
P100917,3/12/2014,Low,San Bernadino
P100918,3/12/2014,Medium,Ventura
P100919,3/12/2014,Low,San Bernadino
P100920,3/12/2014,High,Los Angeles
P100921,3/12/2014,Medium,San Bernadino
P100922,3/12/2014,Medium,San Bernadino
P100923,3/12/2014,Low,Ventura
P100924,3/12/2014,High,San Bernadino
P100925,3/12/2014,Medium,Orange
P100926,3/12/2014,Medium,Riverside
P100927,3/12/2014,Medium,Los Angeles
P100928,3/12/2014,Low,Los Angeles
P100929,3/12/2014,High,Orange
P100930,3/13/2014,Medium,Los Angeles
P100931,3/13/2014,High,Riverside
P100932,3/13/2014,High,Los Angeles
P100933,3/13/2014,Medium,San Bernadino
P100934,3/13/2014,Medium,Orange
P100935,3/13/2014,High,San Bernadino
P100936,3/13/2014,High,Los Angeles
P100937,3/13/2014,Low,Los Angeles
P100938,3/14/2014,High,San Bernadino
P100939,3/14/2014,High,Orange
P100940,3/14/2014,High,Los Angeles
P100941,3/14/2014,High,Los Angeles
P100942,3/14/2014,Low,San Bernadino
P100943,3/14/2014,Low,San Bernadino
P100944,3/14/2014,Medium,Orange
P100945,3/14/2014,High,Riverside
P100946,3/14/2014,High,Los Angeles
P100947,3/14/2014,High,San Bernadino
P100948,3/14/2014,High,Riverside
P100949,3/14/2014,High,Riverside
P100950,3/14/2014,Medium,San Bernadino
P100951,3/14/2014,Low,Ventura
P100952,3/14/2014,Low,Los Angeles
P100953,3/14/2014,High,San Bernadino
P100954,3/15/2014,High,Los Angeles
P100955,3/15/2014,Medium,Ventura
P100956,3/15/2014,High,Orange
P100957,3/15/2014,High,Ventura
P100958,3/15/2014,Low,Ventura
P100959,3/15/2014,High,Ventura
P100960,3/15/2014,High,Riverside
P100961,3/15/2014,High,Orange
P100962,3/15/2014,Low,Orange
P100963,3/15/2014,Medium,San Bernadino
P100964,3/15/2014,Low,Orange
P100965,3/15/2014,High,Ventura
P100966,3/15/2014,Low,Ventura
P100967,3/16/2014,Low,San Bernadino
P100968,3/16/2014,Low,Ventura
P100969,3/16/2014,High,Los Angeles
P100970,3/16/2014,High,Los Angeles
P100971,3/16/2014,High,Los Angeles
P100972,3/16/2014,Low,Los Angeles
P100973,3/16/2014,Medium,Ventura
P100974,3/16/2014,Low,Ventura
P100975,3/16/2014,High,Ventura
P100976,3/16/2014,Medium,Los Angeles
P100977,3/17/2014,Low,Los Angeles
P100978,3/17/2014,High,Orange
P100979,3/17/2014,Low,Los Angeles
P100980,3/17/2014,High,Riverside
P100981,3/17/2014,Medium,Los Angeles
P100982,3/17/2014,High,San Bernadino
P100983,3/17/2014,Medium,San Bernadino
P100984,3/17/2014,Low,Ventura
P100985,3/17/2014,High,San Bernadino
P100986,3/17/2014,Low,Los Angeles
P100987,3/17/2014,Medium,Los Angeles
P100988,3/17/2014,Medium,Ventura
P100989,3/17/2014,Low,Los Angeles
P100990,3/17/2014,High,Los Angeles
P100991,3/17/2014,High,San Bernadino
P100992,3/17/2014,High,San Bernadino
P100993,3/17/2014,Low,Ventura
P100994,3/18/2014,High,San Bernadino
P100995,3/18/2014,Low,Los Angeles
P100996,3/18/2014,Low,Ventura
P100997,3/18/2014,High,Ventura
P100998,3/18/2014,Low,Riverside
P100999,3/18/2014,Medium,Riverside
P101000,3/18/2014,Medium,Orange
P101001,3/18/2014,Low,Los Angeles
P101002,3/18/2014,High,Ventura
P101003,3/18/2014,High,Los Angeles
P101004,3/18/2014,High,Los Angeles
P101005,3/19/2014,Low,Riverside
P101006,3/19/2014,Medium,Riverside
P101007,3/19/2014,High,Riverside
P101008,3/19/2014,Low,San Bernadino
P101009,3/19/2014,Medium,Los Angeles
P101010,3/19/2014,Medium,San Bernadino
P101011,3/19/2014,Medium,Ventura
P101012,3/19/2014,Low,Ventura
P101013,3/19/2014,High,Riverside
P101014,3/19/2014,Medium,Los Angeles
P101015,3/19/2014,Low,Orange
P101016,3/19/2014,Medium,Riverside
P101017,3/19/2014,Low,Riverside
P101018,3/19/2014,Low,Orange
P101019,3/20/2014,Medium,Riverside
P101020,3/20/2014,Low,Los Angeles
P101021,3/20/2014,Medium,San Bernadino
P101022,3/20/2014,Low,Ventura
P101023,3/20/2014,High,San Bernadino
P101024,3/20/2014,Medium,Riverside
P101025,3/20/2014,Medium,Riverside
P101026,3/20/2014,Low,San Bernadino
P101027,3/20/2014,High,Orange
P101028,3/20/2014,Medium,Riverside
P101029,3/20/2014,High,Riverside
P101030,3/20/2014,High,Orange
P101031,3/20/2014,Low,Ventura
P101032,3/21/2014,Low,San Bernadino
P101033,3/21/2014,High,Riverside
P101034,3/21/2014,Medium,Los Angeles
P101035,3/21/2014,High,San Bernadino
P101036,3/21/2014,Low,Ventura
P101037,3/21/2014,Medium,Riverside
P101038,3/21/2014,Low,San Bernadino
P101039,3/21/2014,High,San Bernadino
P101040,3/21/2014,High,Orange
P101041,3/21/2014,Low,San Bernadino
P101042,3/21/2014,High,Los Angeles
P101043,3/21/2014,Medium,Orange
P101044,3/21/2014,Medium,Riverside
P101045,3/21/2014,Medium,Los Angeles
P101046,3/21/2014,Medium,Los Angeles
P101047,3/22/2014,High,Los Angeles
P101048,3/22/2014,High,Los Angeles
P101049,3/22/2014,High,Los Angeles
P101050,3/22/2014,High,Ventura
P101051,3/22/2014,Low,Los Angeles
P101052,3/22/2014,Low,San Bernadino
P101053,3/22/2014,Low,Riverside
P101054,3/22/2014,Low,Los Angeles
P101055,3/22/2014,Low,Ventura
P101056,3/22/2014,Medium,San Bernadino
P101057,3/22/2014,Low,Los Angeles
P101058,3/23/2014,High,San Bernadino
P101059,3/23/2014,High,Orange
P101060,3/23/2014,High,San Bernadino
P101061,3/23/2014,Medium,Los Angeles
P101062,3/23/2014,Medium,Riverside
P101063,3/23/2014,Low,Los Angeles
P101064,3/23/2014,High,Los Angeles
P101065,3/23/2014,Low,Riverside
P101066,3/23/2014,Low,Los Angeles
P101067,3/23/2014,High,San Bernadino
P101068,3/24/2014,High,Ventura
P101069,3/24/2014,High,San Bernadino
P101070,3/24/2014,High,San Bernadino
P101071,3/24/2014,Low,Los Angeles
P101072,3/24/2014,Medium,Orange
P101073,3/24/2014,High,Los Angeles
P101074,3/24/2014,Medium,San Bernadino
P101075,3/24/2014,Medium,San Bernadino
P101076,3/24/2014,Low,San Bernadino
P101077,3/24/2014,Medium,San Bernadino
P101078,3/24/2014,Medium,Ventura
P101079,3/24/2014,Medium,Riverside
P101080,3/24/2014,Low,Ventura
P101081,3/24/2014,Medium,Los Angeles
P101082,3/24/2014,Medium,Los Angeles
P101083,3/24/2014,High,Los Angeles
P101084,3/24/2014,Low,Ventura
P101085,3/24/2014,High,Los Angeles
P101086,3/24/2014,High,San Bernadino
P101087,3/25/2014,High,Ventura
P101088,3/25/2014,Medium,Riverside
P101089,3/25/2014,High,Ventura
P101090,3/25/2014,Medium,Riverside
P101091,3/25/2014,Medium,San Bernadino
P101092,3/25/2014,High,Riverside
P101093,3/25/2014,High,Orange
P101094,3/25/2014,Low,Ventura
P101095,3/25/2014,Low,San Bernadino
P101096,3/25/2014,High,Los Angeles
P101097,3/25/2014,Low,Orange
P101098,3/25/2014,High,Los Angeles
P101099,3/25/2014,High,Los Angeles
P101100,3/26/2014,Low,Los Angeles
P101101,3/26/2014,High,Riverside
P101102,3/26/2014,Medium,Riverside
P101103,3/26/2014,High,Riverside
P101104,3/26/2014,High,San Bernadino
P101105,3/26/2014,Low,Ventura
P101106,3/26/2014,High,San Bernadino
P101107,3/26/2014,Low,Ventura
P101108,3/26/2014,Low,Ventura
P101109,3/26/2014,High,Ventura
P101110,3/26/2014,High,Ventura
P101111,3/26/2014,High,San Bernadino
P101112,3/26/2014,High,San Bernadino
P101113,3/26/2014,High,San Bernadino
P101114,3/26/2014,High,Los Angeles
P101115,3/26/2014,Low,Orange
P101116,3/27/2014,Low,San Bernadino
P101117,3/27/2014,Low,Los Angeles
P101118,3/27/2014,Medium,San Bernadino
P101119,3/27/2014,Low,Los Angeles
P101120,3/27/2014,Medium,Riverside
P101121,3/27/2014,High,San Bernadino
P101122,3/27/2014,High,Ventura
P101123,3/27/2014,Medium,Ventura
P101124,3/27/2014,High,Orange
P101125,3/27/2014,High,Orange
P101126,3/27/2014,Low,San Bernadino
P101127,3/27/2014,High,Riverside
P101128,3/27/2014,Medium,Los Angeles
P101129,3/28/2014,High,Ventura
P101130,3/28/2014,High,Orange
P101131,3/28/2014,Medium,Riverside
P101132,3/28/2014,Low,Riverside
P101133,3/28/2014,Medium,Ventura
P101134,3/28/2014,High,Los Angeles
P101135,3/28/2014,Low,Riverside
P101136,3/28/2014,Medium,Ventura
P101137,3/28/2014,Low,Los Angeles
P101138,3/28/2014,High,Los Angeles
P101139,3/28/2014,Medium,Los Angeles
P101140,3/28/2014,High,Ventura
P101141,3/28/2014,High,San Bernadino
P101142,3/28/2014,Medium,Los Angeles
P101143,3/28/2014,High,Los Angeles
P101144,3/28/2014,High,San Bernadino
P101145,3/28/2014,Low,Orange
P101146,3/29/2014,High,Orange
P101147,3/29/2014,High,Ventura
P101148,3/29/2014,Medium,Orange
P101149,3/29/2014,High,Orange
P101150,3/29/2014,Low,San Bernadino
P101151,3/29/2014,High,Riverside
P101152,3/29/2014,Medium,Ventura
P101153,3/29/2014,Medium,Ventura
P101154,3/29/2014,Medium,San Bernadino
P101155,3/29/2014,High,San Bernadino
P101156,3/29/2014,Medium,Los Angeles
P101157,3/29/2014,Medium,San Bernadino
P101158,3/30/2014,Medium,Orange
P101159,3/30/2014,Low,Ventura
P101160,3/30/2014,High,San Bernadino
P101161,3/30/2014,Medium,Riverside
P101162,3/30/2014,Medium,San Bernadino
P101163,3/30/2014,Low,Ventura
P101164,3/30/2014,High,Orange
P101165,3/30/2014,High,Orange
P101166,3/30/2014,Medium,Riverside
P101167,3/30/2014,High,Ventura
P101168,3/30/2014,Medium,Los Angeles
P101169,3/31/2014,High,Riverside
P101170,3/31/2014,High,Ventura
P101171,3/31/2014,Medium,San Bernadino
P101172,3/31/2014,Low,Riverside
P101173,3/31/2014,High,Riverside
P101174,3/31/2014,Low,Los Angeles
P101175,3/31/2014,Medium,Ventura
P101176,3/31/2014,Medium,Orange
P101177,3/31/2014,High,Riverside
P101178,3/31/2014,High,Los Angeles
P101179,3/31/2014,Medium,Ventura
P101180,3/31/2014,Low,San Bernadino
P101181,3/31/2014,Medium,Orange
P101182,4/1/2014,Medium,San Bernadino
P101183,4/1/2014,High,Los Angeles
P101184,4/1/2014,High,San Bernadino
P101185,4/1/2014,Low,Los Angeles
P101186,4/1/2014,High,San Bernadino
P101187,4/1/2014,Medium,San Bernadino
P101188,4/1/2014,Low,Orange
P101189,4/1/2014,High,Los Angeles
P101190,4/1/2014,Low,San Bernadino
P101191,4/1/2014,Medium,San Bernadino
P101192,4/2/2014,Low,San Bernadino
P101193,4/2/2014,Medium,Riverside
P101194,4/2/2014,High,Orange
P101195,4/2/2014,Low,Riverside
P101196,4/2/2014,High,Los Angeles
P101197,4/2/2014,High,Los Angeles
P101198,4/2/2014,Low,Ventura
P101199,4/2/2014,Medium,Los Angeles
P101200,4/2/2014,High,Riverside
P101201,4/2/2014,Medium,San Bernadino
P101202,4/2/2014,High,Ventura
P101203,4/2/2014,Low,San Bernadino
P101204,4/3/2014,Low,Ventura
P101205,4/3/2014,Medium,Orange
P101206,4/3/2014,High,Los Angeles
P101207,4/3/2014,Medium,Ventura
P101208,4/3/2014,Low,Los Angeles
P101209,4/3/2014,Low,Riverside
P101210,4/3/2014,High,Orange
P101211,4/3/2014,High,Los Angeles
P101212,4/3/2014,Low,Los Angeles
P101213,4/3/2014,High,Los Angeles
P101214,4/3/2014,High,Ventura
P101215,4/4/2014,Low,Riverside
P101216,4/4/2014,High,Riverside
P101217,4/4/2014,Medium,Los Angeles
P101218,4/4/2014,Medium,Los Angeles
P101219,4/4/2014,High,Ventura
P101220,4/4/2014,Medium,Ventura
P101221,4/4/2014,High,Ventura
P101222,4/4/2014,Low,Los Angeles
P101223,4/4/2014,High,Los Angeles
P101224,4/4/2014,High,Ventura
P101225,4/4/2014,Low,Ventura
P101226,4/4/2014,High,Los Angeles
P101227,4/4/2014,Medium,Riverside
P101228,4/4/2014,High,Orange
P101229,4/4/2014,High,San Bernadino
P101230,4/4/2014,Low,Los Angeles
P101231,4/4/2014,Low,San Bernadino
P101232,4/5/2014,Low,Orange
P101233,4/5/2014,High,Ventura
P101234,4/5/2014,High,Orange
P101235,4/5/2014,Medium,Orange
P101236,4/5/2014,Medium,San Bernadino
P101237,4/5/2014,High,Los Angeles
P101238,4/5/2014,High,San Bernadino
P101239,4/5/2014,Low,Riverside
P101240,4/5/2014,High,Riverside
P101241,4/5/2014,High,Ventura
P101242,4/5/2014,High,San Bernadino
P101243,4/6/2014,Medium,Orange
P101244,4/6/2014,Low,Los Angeles
P101245,4/6/2014,Low,Ventura
P101246,4/6/2014,Low,Los Angeles
P101247,4/6/2014,High,San Bernadino
P101248,4/6/2014,High,Los Angeles
P101249,4/6/2014,Low,Ventura
P101250,4/6/2014,High,San Bernadino
P101251,4/6/2014,High,Los Angeles
P101252,4/6/2014,Medium,Riverside
P101253,4/7/2014,High,Ventura
P101254,4/7/2014,High,Riverside
P101255,4/7/2014,High,Los Angeles
P101256,4/7/2014,Low,Los Angeles
P101257,4/7/2014,Medium,Riverside
P101258,4/7/2014,High,San Bernadino
P101259,4/7/2014,Medium,Los Angeles
P101260,4/7/2014,Medium,San Bernadino
P101261,4/7/2014,Low,Los Angeles
P101262,4/7/2014,Medium,San Bernadino
P101263,4/7/2014,Medium,Riverside
P101264,4/7/2014,Medium,Orange
P101265,4/7/2014,High,San Bernadino
P101266,4/7/2014,High,Riverside
P101267,4/7/2014,Low,Los Angeles
P101268,4/7/2014,Low,San Bernadino
P101269,4/7/2014,High,Los Angeles
P101270,4/8/2014,Low,Ventura
P101271,4/8/2014,High,San Bernadino
P101272,4/8/2014,High,San Bernadino
P101273,4/8/2014,Low,Orange
P101274,4/8/2014,Low,Orange
P101275,4/8/2014,High,San Bernadino
P101276,4/8/2014,Low,Los Angeles
P101277,4/8/2014,Low,Orange
P101278,4/8/2014,Low,San Bernadino
P101279,4/8/2014,Low,Riverside
P101280,4/8/2014,Medium,Riverside
P101281,4/8/2014,Low,Los Angeles
P101282,4/8/2014,Medium,Orange
P101283,4/9/2014,Low,Los Angeles
P101284,4/9/2014,Medium,Riverside
P101285,4/9/2014,Low,Los Angeles
P101286,4/9/2014,Medium,San Bernadino
P101287,4/9/2014,Medium,Los Angeles
P101288,4/9/2014,Low,Los Angeles
P101289,4/9/2014,High,Los Angeles
P101290,4/9/2014,Low,Orange
P101291,4/9/2014,Medium,Los Angeles
P101292,4/9/2014,Medium,San Bernadino
P101293,4/9/2014,Low,Los Angeles
P101294,4/9/2014,Medium,Riverside
P101295,4/9/2014,Medium,Los Angeles
P101296,4/9/2014,Medium,Los Angeles
P101297,4/9/2014,Medium,Ventura
P101298,4/9/2014,High,Riverside
P101299,4/9/2014,Low,Ventura
P101300,4/10/2014,Medium,Los Angeles
P101301,4/10/2014,High,Los Angeles
P101302,4/10/2014,Medium,San Bernadino
P101303,4/10/2014,Medium,Los Angeles
P101304,4/10/2014,Low,Los Angeles
P101305,4/10/2014,Low,Los Angeles
P101306,4/10/2014,Low,Los Angeles
P101307,4/10/2014,High,San Bernadino
P101308,4/10/2014,High,San Bernadino
P101309,4/10/2014,Low,Ventura
P101310,4/10/2014,Medium,San Bernadino
P101311,4/10/2014,Medium,Riverside
P101312,4/10/2014,High,Los Angeles
P101313,4/10/2014,Medium,San Bernadino
P101314,4/10/2014,Low,Orange
P101315,4/11/2014,High,Los Angeles
P101316,4/11/2014,High,Riverside
P101317,4/11/2014,Low,Los Angeles
P101318,4/11/2014,Medium,Los Angeles
P101319,4/11/2014,Medium,Orange
P101320,4/11/2014,Medium,San Bernadino
P101321,4/11/2014,High,Ventura
P101322,4/11/2014,Low,Riverside
P101323,4/11/2014,High,Riverside
P101324,4/11/2014,Medium,Los Angeles
P101325,4/11/2014,Medium,Los Angeles
P101326,4/11/2014,Medium,Riverside
P101327,4/11/2014,Medium,San Bernadino
P101328,4/12/2014,Low,Riverside
P101329,4/12/2014,High,Orange
